activity_id,customer_id,activity_timestamp,activity_type,device_type,platform,session_duration
ACT000395,CUST46007,2025-04-15,View Account,Desktop,Android,6.08
ACT000396,CUST42322,2026-08-10,View Account,Tablet,Android,33.62
ACT000397,CUST15562,2026-02-24,Logout,Desktop,Android,14.73
ACT000398,CUST37836,2025-07-05,Payment,Mobile,Web,13.56
ACT000399,CUST08438,2024-11-09,View Account,Tablet,Web,13.22
ACT000400,CUST29880,2027-12-08,Login,Tablet,Android,16.61
ACT000401,CUST18929,2027-04-13,Logout,Desktop,iOS,23.24
ACT000402,CUST45721,2025-05-06,Transfer,Mobile,iOS,6.65
ACT000403,CUST15577,2026-09-15,View Account,Desktop,iOS,14.85
ACT000404,CUST34184,2026-01-31,Transfer,Desktop,Android,8.19
ACT000405,CUST11529,2025-06-29,View Account,Mobile,Android,2.69
ACT000406,CUST21842,2025-04-22,Login,Mobile,Windows,21.74
ACT000407,CUST00727,2024-05-05,View Account,Mobile,Web,24.35
ACT000408,CUST45276,2026-07-17,Profile Update,Desktop,Web,16.37
ACT000409,CUST02447,2025-08-12,Login,Mobile,iOS,16.68
ACT000410,CUST11989,2024-03-18,Login,Mobile,Windows,46.77
ACT000411,CUST42140,2027-11-14,Login,Tablet,Web,29.8
ACT000412,CUST19342,2029-02-04,View Account,Desktop,iOS,21.23
ACT000413,CUST10539,2025-03-22,,Mobile,Android,18.85
ACT000414,CUST44347,2028-04-28,Login,Tablet,Android,10.62
ACT000415,CUST13191,2025-11-23,View Account,Desktop,Web,47.78
ACT000416,CUST49996,2025-01-26,Login,Mobile,Android,8.69
ACT000417,CUST29517,2023-11-16,Logout,Tablet,Web,17.51
ACT000418,CUST42286,2028-08-28,Transfer,Mobile,Web,0.0
ACT000419,CUST46935,2028-04-17,Login,Mobile,Android,24.4
ACT000420,CUST17519,2024-10-24,Transfer,Desktop,Web,28.64
ACT000421,CUST22181,2025-12-19,Withdrawal,Mobile,Android,8.39
ACT000422,CUST33336,2027-11-29,View Account,Desktop,Android,7.13
ACT000423,CUST15214,2024-09-26,Transfer,Mobile,Web,18.78
ACT000424,CUST05028,2026-07-10,View Account,Mobile,Web,15.38
ACT000425,CUST47183,2026-11-06,View Account,Desktop,iOS,43.61
ACT000426,CUST11191,2025-04-14,View Account,Mobile,Windows,19.03
ACT000427,CUST10217,2025-12-26,View Account,Desktop,iOS,24.07
ACT000428,CUST01607,2027-08-21,View Account,Mobile,Windows,10.53
ACT000429,CUST11959,2027-01-18,View Account,Mobile,iOS,11.77
ACT000430,CUST43975,2026-07-20,Logout,Mobile,Web,10.62
ACT000431,CUST45998,2026-12-13,Login,Mobile,Android,10.38
ACT000432,CUST00891,2023-10-23,View Account,Mobile,Android,12.68
ACT000433,CUST47727,2025-07-06,View Account,Mobile,Web,5.4
ACT000434,CUST38161,2025-05-14,Withdrawal,Mobile,iOS,5.82
ACT000435,CUST28420,2025-08-04,View Account,Desktop,Android,41.46
ACT000436,CUST10051,2026-08-10,View Account,Mobile,Web,21.43
ACT000437,CUST23360,2026-11-05,View Account,Mobile,iOS,21.1
ACT000438,CUST33020,2026-01-25,Login,Desktop,iOS,21.2
ACT000439,CUST38832,2024-12-14,View Account,Mobile,iOS,23.31
ACT000440,CUST13636,2024-05-09,Login,Mobile,iOS,12.1
ACT000441,CUST04517,2025-12-11,View Account,Desktop,Windows,21.92
ACT000442,CUST06095,2024-12-15,Login,Mobile,Web,33.26
ACT000443,CUST16579,2026-01-08,,Mobile,iOS,23.17
ACT000444,CUST32497,2026-02-02,Payment,Mobile,Web,25.77
ACT000445,CUST06420,2025-11-20,Withdrawal,,Android,16.02
ACT000446,CUST16633,2026-09-06,Payment,Mobile,Web,11.12
ACT000447,CUST29657,2025-09-14,Login,Mobile,Android,11.14
ACT000448,CUST42236,2026-10-18,View Account,Mobile,iOS,17.24
ACT000449,CUST44047,2025-04-03,Logout,Mobile,Web,11.43
ACT000450,CUST16604,2027-03-29,Logout,Mobile,Web,4.27
ACT000451,CUST41091,2024-12-13,Login,Mobile,iOS,3.95
ACT000452,CUST01739,2026-09-25,View Account,Tablet,iOS,12.67
ACT000453,CUST06554,2028-02-08,Logout,Mobile,Web,21.96
ACT000454,CUST41836,2026-03-19,Transfer,Mobile,iOS,12.74
ACT000455,CUST14571,2028-02-19,View Account,Mobile,iOS,6.26
ACT000456,CUST38318,2024-04-15,Logout,Mobile,Android,31.63
ACT000457,CUST30444,2025-11-11,View Account,Mobile,Android,
ACT000458,CUST22144,2024-11-19,View Account,Mobile,iOS,15.14
ACT000459,CUST01434,2025-06-29,Payment,Mobile,iOS,40.09
ACT000460,CUST41807,2024-12-12,Payment,Desktop,Web,14.01
ACT000461,CUST47496,2025-02-27,View Account,Mobile,Android,30.13
ACT000462,CUST44069,2026-07-25,View Account,Tablet,iOS,8.33
ACT000463,CUST28028,2025-11-20,Logout,Mobile,Windows,18.66
ACT000464,CUST33326,2024-04-11,View Account,Mobile,Windows,27.5
ACT000465,CUST13017,2027-01-01,View Account,Desktop,Android,16.87
ACT000466,CUST27554,2026-07-21,View Account,Tablet,iOS,12.45
ACT000467,CUST24768,2026-11-22,View Account,Mobile,Android,35.57
ACT000468,CUST12055,2028-12-21,View Account,Mobile,Android,37.47
ACT000469,CUST28593,2027-05-30,Payment,Desktop,Android,14.71
ACT000470,CUST30352,2026-05-05,Withdrawal,Mobile,Web,5.91
ACT000471,CUST16878,2025-05-19,Transfer,Desktop,Windows,14.19
ACT000472,CUST44169,2028-04-13,Payment,Mobile,Web,54.51
ACT000473,CUST02036,2026-08-13,Transfer,Mobile,Android,24.37
ACT000474,CUST18338,2023-06-27,Login,Mobile,Web,11.08
ACT000475,CUST14240,2028-09-12,Withdrawal,Mobile,Android,24.36
ACT000476,CUST30864,2026-08-19,Login,Mobile,Android,24.24
ACT000477,CUST47764,2027-07-13,View Account,Mobile,Android,6.82
ACT000478,CUST43658,2025-10-01,View Account,,Android,36.33
ACT000479,CUST34720,2028-08-22,View Account,Mobile,Android,18.3
ACT000480,CUST32352,2023-11-16,View Account,Tablet,Web,13.42
ACT000481,CUST23393,2025-08-09,View Account,Desktop,Web,15.55
ACT000482,CUST48034,2028-02-15,View Account,Desktop,Android,16.11
ACT000483,CUST16276,2027-10-08,Logout,Mobile,Web,12.32
ACT000484,CUST23935,2027-11-04,View Account,Desktop,iOS,5.77
ACT000485,CUST30770,2026-11-01,View Account,Tablet,iOS,55.9
ACT000486,CUST24516,2025-04-03,View Account,Mobile,Web,17.52
ACT000487,CUST12047,2028-01-02,View Account,,Android,37.6
ACT000488,CUST49391,2027-09-07,View Account,Desktop,Android,22.74
ACT000489,CUST20002,2028-09-10,Login,Mobile,iOS,24.76
ACT000490,CUST32992,2024-07-01,View Account,Mobile,Web,6.24
ACT000491,CUST04774,2026-05-07,View Account,Mobile,Android,20.41
ACT000492,CUST07384,2026-09-18,Transfer,Desktop,iOS,10.73
ACT000493,CUST21574,2025-12-17,Login,Desktop,Web,42.7
ACT000494,CUST33369,2024-11-28,Transfer,Tablet,Android,36.34
ACT000495,CUST46568,2027-05-15,Login,Mobile,iOS,5.22
ACT000496,CUST27195,2027-04-17,Logout,Mobile,Android,6.29
ACT000497,CUST24274,2027-06-13,View Account,Tablet,Android,4.59
ACT000498,CUST25526,2026-12-21,View Account,Mobile,Web,2.49
ACT000499,CUST06465,2023-05-05,View Account,Desktop,Web,10.33
ACT000500,CUST38917,2028-05-09,View Account,Tablet,Android,6.6
ACT000501,CUST15971,2025-10-04,Deposit,Mobile,Android,7.99
ACT000502,CUST31686,2026-06-02,View Account,Mobile,Web,13.38
ACT000503,CUST18144,2024-08-25,View Account,Desktop,Android,30.91
ACT000504,CUST18227,2025-04-16,Login,Mobile,iOS,15.72
ACT000505,CUST35260,2026-10-03,deposit,Mobile,Android,3.81
ACT000506,CUST21526,2028-02-17,View Account,Desktop,Windows,28.8
ACT000507,CUST46584,2027-04-07,Login,Mobile,Android,9.7
ACT000508,CUST12756,2026-04-25,View Account,Mobile,Android,30.45
ACT000509,CUST29068,2026-07-18,Payment,Mobile,Windows,1.65
ACT000510,CUST14808,2026-11-27,Deposit,Desktop,Android,20.5
ACT000511,CUST39095,2025-04-05,,Desktop,iOS,8.23
ACT000512,CUST16747,2024-05-17,View Account,Mobile,iOS,29.12
ACT000513,CUST49726,2027-02-16,View Account,Mobile,Android,24.68
ACT000514,CUST44919,2025-02-13,Login,Mobile,Web,2.68
ACT000515,CUST39513,2025-03-09,Login,Mobile,iOS,1.81
ACT000516,CUST49039,2027-12-02,Login,Tablet,Web,13.25
ACT000517,CUST40817,2027-05-21,Login,Mobile,iOS,11.81
ACT000518,CUST31468,2026-08-10,View Account,Desktop,Web,45.29
ACT000519,CUST34756,2026-02-11,View Account,Mobile,Android,29.41
ACT000520,CUST15434,2026-01-05,View Account,Mobile,iOS,95.97
ACT000521,CUST30887,2024-10-30,Login,Mobile,iOS,4.41
ACT000522,CUST18448,2026-03-10,,Desktop,Web,24.06
ACT000523,CUST41114,2025-05-18,Logout,Desktop,iOS,44.02
ACT000524,CUST40430,2028-08-23,View Account,Desktop,iOS,4.67
ACT000525,CUST06223,2026-11-23,Payment,Mobile,Android,11.63
ACT000526,CUST17332,2024-07-30,View Account,Mobile,Android,6.27
ACT000527,CUST11011,2025-04-02,Payment,Mobile,Android,8.01
ACT000528,CUST14101,2026-06-20,Login,Mobile,Android,17.79
ACT000529,CUST27360,2026-01-10,View Account,Mobile,Android,12.79
ACT000530,CUST48246,2028-08-13,Login,Desktop,Android,3.56
ACT000531,CUST32516,2023-06-25,Logout,Desktop,Android,9.28
ACT000532,CUST44010,2026-02-04,Payment,Mobile,Android,12.0
ACT000533,CUST03759,2025-03-01,Logout,Mobile,Web,46.93
ACT000534,CUST36594,2026-04-01,Login,Mobile,Android,13.37
ACT000535,CUST05761,2027-11-17,Logout,Desktop,iOS,17.09
ACT000536,CUST02146,2025-08-24,Deposit,Mobile,Android,15.1
ACT000537,CUST12755,2026-02-03,View Account,Desktop,Android,18.61
ACT000538,CUST32968,2025-03-08,Transfer,Mobile,iOS,8.66
ACT000539,CUST12503,2024-10-30,Login,Mobile,Android,5.47
ACT000540,CUST34624,2028-07-22,Deposit,Desktop,Android,42.36
ACT000541,CUST31697,2026-08-26,Login,Mobile,iOS,15.41
ACT000542,CUST02675,2026-02-25,View Account,Mobile,iOS,4.0
ACT000543,CUST31266,2025-03-21,Login,Mobile,Windows,35.94
ACT000544,CUST27575,2026-10-08,View Account,Mobile,iOS,20.56
ACT000545,CUST01724,2025-01-10,View Account,Mobile,Web,14.86
ACT000546,CUST21827,2027-12-26,Login,Desktop,iOS,6.59
ACT000547,CUST36793,2026-07-25,Transfer,Tablet,Android,15.16
ACT000548,CUST22543,2025-09-14,View Account,Mobile,Android,41.11
ACT000549,CUST00690,2026-02-15,View Account,Mobile,Android,11.33
ACT000550,CUST36806,2026-12-14,View Account,Desktop,WEB,15.48
ACT000551,CUST25677,2025-03-23,View Account,Mobile,Android,26.94
ACT000552,CUST36204,2026-11-06,Logout,Mobile,Android,3.91
ACT000553,CUST07645,2027-01-23,Transfer,Mobile,Android,13.7
ACT000554,CUST18039,2026-05-14,View Account,Desktop,iOS,30.95
ACT000555,CUST20958,2024-08-24,View Account,Mobile,iOS,13.74
ACT000556,CUST11952,2026-08-28,View Account,Mobile,iOS,4.44
ACT000557,CUST01897,2027-06-04,Login,Mobile,Android,13.67
ACT000558,CUST27943,2029-02-20,Logout,Desktop,iOS,4.42
ACT000559,CUST03300,2027-07-15,View Account,Mobile,iOS,54.22
ACT000560,CUST36597,2025-09-21,View Account,Mobile,Android,17.33
ACT000561,CUST08825,2026-03-30,Logout,Desktop,Android,8.01
ACT000562,CUST27414,2025-01-17,,Mobile,Android,24.13
ACT000563,CUST04551,2026-04-22,View Account,Mobile,Android,6.41
ACT000564,CUST01817,2026-01-04,Transfer,Mobile,iOS,40.23
ACT000565,CUST39566,2023-03-02,View Account,Mobile,Android,25.05
ACT000566,CUST26965,2025-05-16,Withdrawal,Mobile,iOS,7.8
ACT000567,CUST12302,2025-09-23,Payment,Mobile,Windows,14.15
ACT000568,CUST35279,2026-05-03,Login,Desktop,Web,12.38
ACT000569,CUST44068,2026-06-25,Logout,Mobile,iOS,16.49
ACT000570,CUST43320,2026-09-14,View Account,Mobile,Android,6.83
ACT000571,CUST21827,2025-08-16,Payment,Mobile,Web,5.93
ACT000572,CUST47892,2027-07-26,,Mobile,Web,12.57
ACT000573,CUST22313,2026-08-10,View Account,Desktop,Web,51.6
ACT000574,CUST38142,2025-08-10,View Account,Desktop,Web,4.59
ACT000575,CUST21324,2028-03-21,View Account,Tablet,Windows,25.72
ACT000576,CUST43687,2026-09-16,View Account,Desktop,iOS,12.23
ACT000577,CUST35267,2027-07-17,Login,Desktop,iOS,13.22
ACT000578,CUST42934,2027-08-22,Login,Mobile,Android,41.69
ACT000579,CUST29931,2025-04-22,Logout,Tablet,Android,5.76
ACT000580,CUST00169,2025-11-06,Logout,Tablet,iOS,12.73
ACT000581,CUST05934,2026-07-14,Login,Desktop,Windows,3.76
ACT000582,CUST13295,2027-11-29,View Account,Mobile,Windows,11.22
ACT000583,CUST13198,2025-12-28,Payment,Mobile,Web,13.69
ACT000584,CUST32409,2027-09-08,Login,Desktop,Windows,4.81
ACT000585,CUST01245,2026-10-26,View Account,Desktop,iOS,16.06
ACT000586,CUST13431,2025-12-29,View Account,Desktop,Android,6.93
ACT000587,CUST03250,2027-11-29,View Account,Mobile,Android,24.56
ACT000588,CUST00482,2027-02-23,Login,Mobile,iOS,14.71
ACT000589,CUST14577,2026-01-03,Login,Mobile,Windows,23.0
ACT000590,CUST49201,2026-06-02,View Account,Mobile,iOS,21.75
ACT000591,CUST14358,2026-12-07,Logout,Mobile,iOS,4.91
ACT000592,CUST12717,2027-04-16,View Account,Desktop,Android,16.73
ACT000593,CUST02503,2027-01-29,Login,Desktop,Web,9.5
ACT000594,CUST14276,2025-03-19,Payment,Mobile,Web,10.25
ACT000595,CUST38184,2027-06-27,Withdrawal,Desktop,Windows,16.82
ACT000596,CUST00259,2028-07-01,Logout,Mobile,Android,4.15
ACT000597,CUST48364,2025-05-07,View Account,Mobile,iOS,8.66
ACT000598,CUST15727,2025-08-16,Transfer,Desktop,Web,13.06
ACT000599,CUST13652,2025-08-20,Payment,Desktop,Android,65.7
ACT000600,CUST27767,2028-04-25,Transfer,Desktop,Windows,104.71
ACT000601,CUST11083,2026-06-15,View Account,Mobile,Android,6.8
ACT000602,CUST38227,2024-11-04,Transfer,Desktop,iOS,4.23
ACT000603,CUST43867,2025-11-17,Login,Mobile,iOS,5.6
ACT000604,CUST42822,2024-08-22,Login,Tablet,Web,37.53
ACT000605,CUST39693,2025-07-15,Login,Mobile,iOS,36.24
ACT000606,CUST30829,2026-03-24,Login,Mobile,Android,31.16
ACT000607,CUST13890,2025-12-09,,Mobile,Android,7.82
ACT000608,CUST25494,2026-05-11,Withdrawal,TAB,Android,11.77
ACT000609,CUST48324,2026-07-16,View Account,Mobile,Android,8.86
ACT000610,CUST02839,2027-03-11,View Account,Desktop,Windows,20.2
ACT000611,CUST16674,2027-05-22,Deposit,Mobile,Web,27.12
ACT000612,CUST08058,2027-04-26,Withdrawal,Mobile,Web,41.6
ACT000613,CUST27225,2028-02-17,Withdrawal,Tablet,iOS,9.95
ACT000614,CUST41042,2026-03-17,Login,Mobile,iOS,19.4
ACT000615,CUST09028,2024-08-21,Payment,Mobile,iOS,2.65
ACT000616,CUST00295,2025-06-19,View Account,Mobile,Android,7.56
ACT000617,CUST32395,2029-01-26,View Account,Mobile,iOS,25.91
ACT000618,CUST41579,2025-07-08,Deposit,Mobile,iOS,4.75
ACT000619,CUST11776,2028-01-16,View Account,Mobile,Android,13.56
ACT000620,CUST09860,2024-05-01,View Account,Desktop,iOS,16.12
ACT000621,CUST32771,2024-04-05,Login,Mobile,Windows,9.66
ACT000622,CUST08127,2026-02-02,Withdrawal,Desktop,Android,18.0
ACT000623,CUST28953,2025-12-09,View Account,Mobile,iOS,28.98
ACT000624,CUST11350,2026-09-19,Logout,Mobile,Android,13.43
ACT000625,CUST06119,2026-11-04,Payment,Mobile,Android,17.98
ACT000626,CUST42231,2026-06-22,Logout,Mobile,Web,-36.0
ACT000627,CUST06697,2025-08-24,Withdrawal,Mobile,Web,15.84
ACT000628,CUST29969,2025-01-17,Logout,Tablet,Web,3.74
ACT000629,CUST26143,2028-03-12,Transfer,Mobile,iOS,6.21
ACT000630,CUST33582,2024-08-28,View Account,Mobile,Windows,70.44
ACT000631,CUST05973,2026-05-06,Payment,Mobile,Android,16.13
ACT000632,CUST17973,2028-04-24,View Account,Mobile,Android,30.67
ACT000633,CUST28523,2023-02-13,View Account,Mobile,iOS,22.19
ACT000634,CUST10516,2027-07-31,Login,Mobile,iOS,
ACT000635,CUST24669,2027-11-23,Login,Tablet,Web,47.8
ACT000636,CUST22749,2026-04-29,Withdrawal,Desktop,iOS,33.88
ACT000637,CUST01114,2027-06-28,Payment,Mobile,iOS,41.5
ACT000638,CUST06327,2025-06-22,Logout,Desktop,Android,13.65
ACT000639,CUST29672,2026-07-14,Payment,Mobile,Android,5.78
ACT000640,CUST39926,2025-11-17,View Account,Mobile,iOS,23.57
ACT000641,CUST02930,2025-06-15,View Account,Mobile,Android,16.21
ACT000642,CUST36887,2023-03-19,View Account,Tablet,Android,15.02
ACT000643,CUST21282,2027-01-31,,Mobile,iOS,15.73
ACT000644,CUST47745,2025-11-03,Login,Mobile,Windows,16.42
ACT000645,CUST41834,2025-11-21,View Account,Desktop,Web,17.46
ACT000646,CUST14325,2027-03-15,Transfer,Mobile,Android,32.05
ACT000647,CUST09855,2029-05-23,View Account,Desktop,iOS,9.86
ACT000648,CUST12945,2026-06-21,Logout,Mobile,Android,4.47
ACT000649,CUST42330,2026-03-22,View Account,Mobile,Android,16.48
ACT000650,CUST04031,2027-06-10,View Account,Desktop,iOS,26.4
ACT000651,CUST26120,2025-02-24,Withdrawal,Mobile,Web,13.43
ACT000652,CUST09353,2026-07-18,Transfer,Desktop,Android,37.92
ACT000653,CUST46742,2027-08-10,View Account,Desktop,iOS,25.23
ACT000654,CUST40870,2029-03-30,View Account,Desktop,Web,8.93
ACT000655,CUST34191,2027-06-07,Payment,Mobile,Android,31.41
ACT000656,CUST45750,2027-02-10,Payment,Tablet,Windows,19.1
ACT000657,CUST43844,2028-02-05,View Account,Mobile,Android,5.01
ACT000658,CUST28973,2026-04-14,Deposit,Mobile,Android,21.51
ACT000659,CUST21977,2024-09-08,View Account,Mobile,Android,19.47
ACT000660,CUST29192,2025-12-02,Payment,Desktop,Web,9.96
ACT000661,CUST21943,2025-06-15,Transfer,Desktop,Android,41.72
ACT000662,CUST03545,2024-06-07,Transfer,,Web,8.01
ACT000663,CUST12853,2028-01-24,Payment,Desktop,iOS,3.89
ACT000664,CUST45257,2025-02-28,View Account,Mobile,iOS,45.52
ACT000665,CUST01326,2025-08-22,Transfer,Tablet,iOS,6.86
ACT000666,CUST19068,2025-11-22,Payment,Mobile,Android,22.65
ACT000667,CUST41464,2023-07-30,Login,Desktop,Android,17.21
ACT000668,CUST41035,2027-09-11,Transfer,Mobile,Web,6.04
ACT000669,CUST43244,2027-12-09,Deposit,Mobile,iOS,8.34
ACT000670,CUST48787,2026-06-14,View Account,Desktop,iOS,5.34
ACT000671,CUST45012,2023-11-04,Logout,Mobile,Android,70.84
ACT000672,CUST41439,2026-08-09,Login,Desktop,Android,16.15
ACT000673,CUST29481,2023-11-21,View Account,Mobile,Android,17.09
ACT000674,CUST01115,2025-02-26,Login,Mobile,Android,43.11
ACT000675,CUST27700,2026-12-07,View Account,Desktop,iOS,28.17
ACT000676,CUST49870,2025-11-19,View Account,Desktop,iOS,4.94
ACT000677,CUST33315,2027-05-21,View Account,Tablet,Web,
ACT000678,CUST33646,2026-07-21,View Account,Mobile,iOS,41.86
ACT000679,CUST14805,2025-02-18,Logout,Mobile,iOS,25.13
ACT000680,CUST05352,2025-10-20,View Account,Tablet,iOS,11.55
ACT000681,CUST26760,2026-04-18,Login,Mobile,Android,13.23
ACT000682,CUST09737,2027-11-09,,Mobile,iOS,11.26
ACT000683,CUST21534,2028-03-16,Login,Mobile,iOS,21.31
ACT000684,CUST32912,2025-11-30,Payment,Mobile,Android,1.39
ACT000685,CUST38015,2026-05-08,Logout,Mobile,iOS,8.25
ACT000686,CUST12023,2028-09-22,Login,Mobile,iOS,12.13
ACT000687,CUST31653,2027-01-13,View Account,Mobile,Android,-65.0
ACT000688,CUST23577,2025-09-25,Payment,Tablet,Web,11.91
ACT000689,CUST26138,2025-03-23,Withdrawal,Mobile,Web,85.38
ACT000690,CUST26609,2026-02-11,,Desktop,iOS,5.62
ACT000691,CUST17607,2026-02-01,Withdrawal,Mobile,Web,36.99
ACT000692,CUST01801,2024-02-06,View Account,Mobile,Android,4.1
ACT000693,CUST18011,2027-11-08,Login,Desktop,Web,23.92
ACT000694,CUST00916,2027-06-02,View Account,Mobile,Android,45.81
ACT000695,CUST04021,2027-05-08,Login,Mobile,Android,115.74
ACT000696,CUST13068,2024-12-10,View Account,Desktop,Windows,7.48
ACT000697,CUST01918,2024-04-23,View Account,Mobile,Android,
ACT000698,CUST32134,2025-09-18,Payment,Mobile,iOS,15.58
ACT000699,CUST12816,2024-01-22,Transfer,Mobile,iOS,2.28
ACT000700,CUST41117,2025-11-18,Login,Desktop,Android,26.4
ACT000701,CUST35182,2026-01-06,View Account,Mobile,Android,4.62
ACT000702,CUST45495,2027-08-09,View Account,Mobile,iOS,3.61
ACT000703,CUST05111,2025-09-03,Login,Desktop,Web,23.77
ACT000704,CUST01263,2027-11-15,Withdrawal,Mobile,Web,9.19
ACT000705,CUST01918,2026-03-21,Deposit,Desktop,Android,1.0
ACT000706,CUST39860,2025-07-28,Logout,Mobile,iOS,5.41
ACT000707,CUST16612,2027-03-31,Transfer,Mobile,iOS,16.59
ACT000708,CUST31134,2028-11-03,Login,Mobile,Android,33.71
ACT000709,CUST32513,2025-12-08,Transfer,Mobile,Web,65.3
ACT000710,CUST48120,2025-01-10,Login,Tablet,Web,4.69
ACT000711,CUST06281,2025-05-10,Transfer,Mobile,Windows,23.25
ACT000712,CUST46401,2024-01-10,Login,Mobile,Android,10.17
ACT000713,CUST40481,2028-04-11,Login,Mobile,Web,6.81
ACT000714,CUST27664,2025-03-18,,Desktop ,Android,22.62
ACT000715,CUST26421,2026-01-25,Transfer,Desktop,iOS,62.46
ACT000716,CUST31075,2026-06-02,View Account,Mobile,ANDROID,9.97
ACT000717,CUST03374,2024-10-27,Login,Desktop,Android,11.05
ACT000718,CUST18253,2023-08-02,Login,Mobile,Android,33.61
ACT000719,CUST36896,2024-07-27,Withdrawal,Tablet,Android,30.67
ACT000720,CUST34343,2026-03-14,Deposit,Mobile,Web,11.62
ACT000721,CUST03610,2029-05-30,Payment,Desktop,iOS,5.61
ACT000722,CUST42001,2026-05-06,Login,Desktop,Android,14.92
ACT000723,CUST16919,2025-10-30,View Account,Mobile,Windows,19.96
ACT000724,CUST09451,2025-05-30,View Account,Desktop,Web,27.95
ACT000725,CUST08631,2026-01-27,View Account,Tablet,iOS,13.74
ACT000726,CUST22723,2026-02-12,View Account,Desktop,iOS,41.87
ACT000727,CUST40931,2027-08-13,,Desktop,iOS,14.44
ACT000728,CUST34800,2026-03-18,Login,Desktop,Android,11.62
ACT000729,CUST44148,2026-10-12,Login,Mobile,Android,26.4
ACT000730,CUST04393,2027-12-15,View Account,Desktop,Android,18.85
ACT000731,CUST35374,2026-02-23,Payment,Desktop,iOS,
ACT000732,CUST29152,2028-10-27,Transfer,Mobile,Android,21.12
ACT000733,CUST30952,2028-03-14,Transfer,Mobile,iOS,
ACT000734,CUST14991,2023-11-19,View Account,Mobile,Android,20.41
ACT000735,CUST40408,2028-01-28,,Desktop,Android,13.53
ACT000736,CUST11450,2024-04-12,Transfer,Desktop,iOS,26.52
ACT000737,CUST01739,2027-01-02,Logout,Mobile,IOS,6.08
ACT000738,CUST44277,2025-10-06,View Account,Mobile,Android,133.58
ACT000739,CUST08402,2025-03-17,View Account,Mobile,Android,29.16
ACT000740,CUST28290,2027-08-08,Login,Mobile,iOS,10.5
ACT000741,CUST01132,2028-01-01,Payment,Desktop,Android,2.26
ACT000742,CUST31879,2027-07-18,View Account,Mobile,Windows,25.53
ACT000743,CUST19154,2025-10-12,Profile Update,Mobile,iOS,53.35
ACT000744,CUST48908,2027-01-16,Transfer,Mobile,Web,15.79
ACT000745,CUST02086,2025-12-03,View Account,Mobile,iOS,37.56
ACT000746,CUST10688,2026-11-22,Deposit,Mobile,iOS,21.43
ACT000747,CUST33107,2025-10-26,ViewAccount,Desktop,Web,4.36
ACT000748,CUST44126,2025-04-09,View Account,Mobile,Android,10.31
ACT000749,CUST40204,2026-08-21,,Mobile,iOS,7.81
ACT000750,CUST11712,2026-01-29,Transfer,Mobile,iOS,24.59
ACT000751,CUST47273,2028-10-23,Payment,Mobile,Web,19.55
ACT000752,CUST06151,2025-12-01,Login,Desktop,Web,6.5
ACT000753,CUST37618,2026-06-18,Payment,Mobile,Web,50.78
ACT000754,CUST38297,2027-09-11,View Account,Desktop,Android,14.57
ACT000755,CUST03374,2024-03-12,Login,,Android,55.94
ACT000756,CUST08149,2027-01-10,Payment,Mobile,iOS,15.76
ACT000757,CUST21679,2026-10-19,View Account,Mobile,Android,7.49
ACT000758,CUST17635,2025-11-05,Login,Mobile,iOS,13.84
ACT000759,CUST35656,2026-09-05,Login,Desktop,Android,17.68
ACT000760,CUST00647,2025-09-19,Withdrawal,Mobile,Android,3.47
ACT000761,CUST19198,2026-07-22,View Account,Mobile,iOS,43.52
ACT000762,CUST38107,2027-02-21,Login,Mobile,Android,12.94
ACT000763,CUST35216,2025-09-03,View Account,,iOS,39.05
